Customer_ID,Age,Gender,Income,Spending_Score,Membership_Years,Purchase_Amount,Payment_Method,City,Loyalty_Status,Online_Visits_Last_Year,Age_Group,Product_Category_Books,Product_Category_Clothing,Product_Category_Electronics,Product_Category_Furniture,Product_Category_Groceries,Income_per_Year,Income_Zscore,Age_Category,Total_Spent,High_Spender
312184,61,0,-0.9680165998047322,0.4216075975432697,12,1622.85,Credit Card,Los Angeles,Gold,52,Senior_Adult,1,0,0,0,0,0.019240976871685758,-0.9680165998047322,Senior,19474.199999999997,True
607410,22,2,0.4063853355521945,1.3304127412920077,9,1726.18,Debit Card,Phoenix,Gold,59,Young_Adult,1,0,0,0,0,0.0695101115436634,0.4063853355521945,Young,15535.62,True
452287,54,2,-0.05084770978181175,-1.44514654177134,14,452.6,Debit Card,Los Angeles,Silver,97,Senior_Adult,0,1,0,0,0,0.03530595041145879,-0.05084770978181175,Adult,6336.400000000001,False
282327,74,0,-1.4539187362674388,-0.3127012607678186,7,52.22,Debit Card,Chicago,Silver,11,Elder,0,0,1,0,0,0.013050123617811311,-1.4539187362674388,Senior,365.53999999999996,False
616919,23,2,-1.1723693952224519,1.1701610505839624,6,1221.6,PayPal,New York,Platinum,23,Young_Adult,0,0,0,1,0,0.02870098411636554,-1.1723693952224519,Young,7329.599999999999,False
297064,65,0,1.4359238334367093,1.5248514593511027,3,198.04,Credit Card,Houston,Bronze,0,Senior_Adult,0,0,0,1,0,0.30708425709686926,1.4359238334367093,Senior,594.12,False
868525,21,2,-0.49335278617980477,0.2926940152403532,2,961.09,Other,Los Angeles,Bronze,39,Young_Adult,0,0,0,1,0,0.18360258501675186,-0.49335278617980477,Young,1922.18,False
442573,43,0,-1.6014855041997067,1.663380143096502,6,1791.71,Bank Transfer,Chicago,Silver,76,Adult,0,0,0,1,0,0.008162133058389883,-1.6014855041997067,Adult,10750.26,True
742595,46,0,1.579967078602255,-1.3732113383868396,18,806.34,Debit Card,Phoenix,Bronze,39,Adult,0,0,1,0,0,0.05347883093089344,1.579967078602255,Adult,14514.12,False
445914,24,0,-0.8142675144954684,1.6484233186304178,6,38.19,Other,Phoenix,Silver,57,Young_Adult,0,0,0,1,0,0.04584087012381983,-0.8142675144954684,Young,229.14,False
286281,63,1,0.7074430974740112,-0.7286434268722566,13,840.12,PayPal,New York,Gold,5,Senior_Adult,0,0,0,0,1,0.05477295775078191,0.7074430974740112,Senior,10921.56,False
195240,22,1,-1.0179714145518468,-1.3447221489276313,13,1338.72,Bank Transfer,Chicago,Silver,5,Young_Adult,0,0,0,0,1,0.016657365542956937,-1.0179714145518468,Young,17403.36,False
346442,18,1,-0.898919022654052,-0.6616938316431176,3,1418.63,PayPal,Houston,Platinum,45,Child,0,0,0,1,0,0.08357836364849029,-0.898919022654052,Young,4255.89,False
760204,45,2,-0.19054286708476548,1.5348226756618255,11,847.35,Debit Card,Houston,Platinum,24,Adult,0,0,1,0,0,0.041287799957119106,-0.19054286708476548,Adult,9320.85,False
819359,35,0,1.4611039769551852,0.6708880053113407,15,502.31,PayPal,Phoenix,Bronze,15,Young_Adult,0,0,1,0,0,0.06189893186941992,1.4611039769551852,Adult,7534.65,False
314144,74,2,-0.5437902561418674,-0.02424821749333667,2,560.34,Credit Card,Houston,Gold,32,Elder,0,0,0,0,1,0.17636029561101785,-0.5437902561418674,Senior,1120.68,False
885445,43,2,1.1379317353910239,1.0334129411797635,3,1385.7,Bank Transfer,New York,Silver,97,Adult,0,0,1,0,0,0.2785585728348579,1.1379317353910239,Adult,4157.1,False
136785,30,2,1.5650295632632247,-1.7510492135895868,5,1162.92,Credit Card,Phoenix,Gold,31,Young_Adult,0,0,0,1,0,0.19166584340760048,1.5650295632632247,Adult,5814.6,False
658322,38,0,-0.455436063041982,0.045194181813482885,10,1787.85,Credit Card,Chicago,Silver,35,Adult,0,0,1,0,0,0.03780940541304956,-0.455436063041982,Adult,17878.5,True
429372,50,0,1.1132042121030634,0.5170463822316169,15,465.69,Bank Transfer,Los Angeles,Gold,35,Adult,0,1,0,0,0,0.05523829964991848,1.1132042121030634,Adult,6985.35,False
658346,74,2,-1.707197124349457,-1.5010565760850356,8,826.18,Other,Los Angeles,Platinum,1,Elder,0,0,0,1,0,0.0023268310075637844,-1.707197124349457,Senior,6609.44,False
595098,77,2,-0.8023202263274833,0.21328039962281078,18,1597.7,Debit Card,Houston,Bronze,3,Elder,0,0,0,0,1,0.015470901678462259,-0.8023202263274833,Senior,28758.600000000002,True
504786,73,0,-0.38916631460000917,0.8290030068099455,1,848.64,Debit Card,New York,Bronze,59,Elder,0,1,0,0,0,0.3971253297842092,-0.38916631460000917,Senior,848.64,False
800815,73,0,0.5683891521642879,-1.6310385029926728,17,100.78,Credit Card,Phoenix,Platinum,66,Elder,1,0,0,0,0,0.039536181594361904,0.5683891521642879,Senior,1713.26,False
217064,21,1,0.14117293057438293,0.47894209132992593,9,1022.275,Credit Card,Los Angeles,Platinum,55,Young_Adult,0,0,0,1,0,0.06104750982102098,0.14117293057438293,Young,17995.23,False
368840,55,0,-1.664686794813508,-0.5092766680363545,18,1329.44,PayPal,Los Angeles,Silver,78,Senior_Adult,0,1,0,0,0,0.0017123732856639863,-1.664686794813508,Adult,23929.920000000002,False
169468,43,1,0.40592852439361843,-0.501442140935072,15,1981.6,PayPal,Los Angeles,Bronze,69,Adult,0,0,1,0,0,0.041697321156788474,0.40592852439361843,Adult,29724.0,True
269394,47,2,-1.3864402543240661,0.12674448664046625,6,1107.29,PayPal,Chicago,Silver,35,Adult,0,0,1,0,0,0.01845487729595252,-1.3864402543240661,Adult,6643.74,False
747952,52,1,-0.505423008237559,-0.008579163290772305,11,580.52,Credit Card,Phoenix,Platinum,45,Senior_Adult,0,1,0,0,0,0.03306716877643614,-0.505423008237559,Adult,6385.719999999999,False
500215,62,0,0.858039557149892,0.3528774279729302,3,1307.97,Other,Chicago,Silver,6,Senior_Adult,0,0,0,0,1,0.2517655271256758,0.858039557149892,Senior,3923.91,False
861967,41,0,0.16290324181119692,-0.11363304942160196,8,896.44,Debit Card,Chicago,Silver,50,Adult,0,1,0,0,0,0.06945850949823655,0.16290324181119692,Adult,7171.52,False
